arquivo,kurtosis,skewness,GCF,eme,smn,before_entropy_raw,non_zeros,agrupamentos,comp_maior,comp_menor,max_maior,max_menor,before_mean,before_median,before_max,before_std,before_var,before_entropy,before_inertia,before_energy,before_correlation,before_homogeneity,before_fft_energy,before_fft_entropy,before_fft_inertia,before_fft_homogeneity,h_mean,h_var,h_std,r_mean,r_var,r_std,g_mean,g_var,g_std,b_mean,b_var,b_std,s_mean,s_var,s_std,v_mean,v_var,v_std,class_limiar,class_kmeans,class_svm
7.1 EGS MID UG 29-05-12.tif.png,2.478258,0.793764,2.393611,4.902042,0.187067,6.969672,231,6,184,2,86,18,0.003906,0.002295,86,0.004389,0.000019,0.515371,20.771058,0.000607,0.99126,0.356272,0.923249,-0.06335,-0.226998,0.001515,0.819606,0.005402,0.0735,115.272886,1154.813482,33.982547,96.196235,1208.460363,34.762916,115.681759,1437.692479,37.916915,0.208169,0.006452,0.080327,0.468897,0.020428,0.142928,AD,NAD,NAD
7.1JAO MID M 04-10-11.tif.png,1.964474,0.580041,3.200119,4.363634,0.233063,7.343329,241,1,241,241,176,176,0.003906,0.002925,176,0.003574,0.000013,0.863794,35.150202,0.000785,0.989354,0.449873,0.967051,-0.046823,-13.775769,0.000801,0.190572,0.115038,0.339172,182.886985,1249.008608,35.341316,139.443225,2192.775532,46.827081,131.26409,2229.133592,47.213701,0.293151,0.03718,0.192821,0.717359,0.019241,0.138712,NAD,NAD,NAD
7ISP 21-05-12.tif.png,1.597427,0.395483,2.766507,4.128979,0.111257,7.04525,202,9,184,1,138,222,0.003906,0.003108,138,0.004041,0.000016,0.422033,17.55656,0.000618,0.993077,0.36959,0.921925,-0.052805,1.622993,0.001943,0.764066,0.072135,0.26858,112.581715,1401.452005,37.435972,96.55756,1156.455006,34.006691,110.094043,1755.945203,41.904,0.158554,0.004192,0.064743,0.449595,0.024079,0.155174,NAD,NAD,NAD
7JAO MID M 04-10-11.tif.png,1.963215,0.578775,3.200823,4.402227,0.242448,7.375704,241,1,241,241,176,176,0.003906,0.002979,176,0.0035,0.000012,0.865318,34.852044,0.000768,0.989976,0.450146,0.965008,-0.046876,-13.629889,0.000801,0.188288,0.113356,0.336683,181.187678,1406.405003,37.502067,138.273447,2248.201079,47.415199,130.10898,2280.551667,47.755122,0.292645,0.036678,0.191515,0.710694,0.021663,0.147182,NAD,NAD,NAD
7JAO MIE MI 04-10-11.tif.png,2.424737,0.838038,2.494325,2.430716,0.094852,7.342955,235,1,235,235,176,176,0.003906,0.002482,176,0.003694,0.000014,0.626967,9.103543,0.00118,0.997461,0.53342,0.969249,-0.029072,-5.170821,0.000936,0.076379,0.032726,0.180903,173.596337,1750.198678,41.835376,131.035034,1881.458995,43.375788,118.60617,2057.174427,45.356085,0.340471,0.016689,0.129187,0.680772,0.026917,0.164063,NAD,NAD,NAD
8 EGS MID UG 04-06-12.tif.png,3.364172,1.001343,2.265178,4.768601,0.102883,6.947114,237,7,218,1,60,11,0.003906,0.00217,60,0.00452,0.00002,0.528996,19.30172,0.000667,0.99205,0.365729,0.899591,-0.065741,-0.271839,0.001416,0.830441,0.010019,0.100095,107.676364,1308.658567,36.175386,89.30035,1191.348504,34.515917,104.306428,1516.818902,38.946359,0.194654,0.012002,0.109553,0.433755,0.022057,0.148516,NAD,NAD,NAD
8.1 EGS MID UG 04-06-12.tif.png,3.678023,1.107665,2.246469,4.872194,0.10234,6.934474,237,7,218,1,60,11,0.003906,0.002171,60,0.004602,0.000021,0.534892,19.42352,0.000674,0.991961,0.363912,0.896602,-0.066854,-1.048608,0.001311,0.827799,0.010949,0.104639,105.427381,1326.474868,36.420803,87.566925,1171.406426,34.225815,102.268011,1510.263702,38.862111,0.192158,0.011614,0.107769,0.424642,0.022299,0.149329,NAD,NAD,NAD
8.1JAO MID M 11-10-11.tif.png,2.881192,1.001529,2.665897,4.005134,0.140621,7.243339,239,1,239,239,176,176,0.003906,0.002181,176,0.004038,0.000016,0.84986,32.316323,0.000905,0.988972,0.445472,0.974955,-0.048137,-14.119876,0.000726,0.262418,0.152955,0.391094,183.633166,1218.411121,34.905746,150.601531,1748.730275,41.817822,145.433789,1933.090248,43.966922,0.223694,0.020799,0.14422,0.720214,0.018756,0.136953,AD,NAD,NAD
8.1JAO MIE MI 11-10-11.tif.png,2.65207,0.947013,2.458009,1.949193,0.065112,7.262556,230,1,230,230,157,157,0.003906,0.002263,157,0.003951,0.000016,0.543307,5.13651,0.001497,0.998395,0.56802,0.966155,-0.024704,-4.0747,0.000763,0.145919,0.08407,0.289949,164.998701,1425.665497,37.757986,131.152597,1699.313716,41.222733,121.209422,2032.398782,45.082134,0.289108,0.015683,0.125233,0.647232,0.022015,0.148376,NAD,NAD,NAD
8ISP 28-05-12.tif.png,1.650977,0.527656,2.717179,5.701389,0.068684,6.924869,160,3,158,1,92,168,0.003906,0.001195,92,0.004374,0.000019,0.3843,17.996215,0.000615,0.990616,0.357114,0.896897,-0.06672,1.557705,0.002143,0.722644,0.109193,0.330443,92.627344,1200.662343,34.650575,77.298087,845.507043,29.077604,87.171169,1246.699816,35.308637,0.167919,0.009366,0.096776,0.366245,0.019022,0.137922,NAD,NAD,NAD
8JAO MID M 11-10-11.tif.png,2.949677,1.008461,2.688214,3.974022,0.134445,7.254254,239,1,239,239,176,176,0.003906,0.002219,176,0.00401,0.000016,0.849307,32.438733,0.000919,0.989181,0.448105,0.975076,-0.04783,-12.829294,0.000747,0.271687,0.157867,0.397325,184.545748,1237.450327,35.177412,151.058116,1794.490882,42.361432,146.174351,1984.567684,44.548487,0.224132,0.021475,0.146545,0.723794,0.019048,0.138016,AD,NAD,NAD
8JAO MIE MI 11-10-11.tif.png,2.64588,0.949812,2.106902,1.942899,0.057988,7.231998,225,1,225,225,156,156,0.003906,0.00213,156,0.004029,0.000016,0.570242,5.848834,0.001439,0.998061,0.556732,0.967984,-0.026535,-5.926751,0.00073,0.140457,0.077817,0.278957,164.789381,1324.80886,36.397924,131.406775,1608.710111,40.108729,120.753592,1937.238656,44.014073,0.290016,0.015395,0.124076,0.646468,0.020478,0.143103,NAD,NAD,NAD
9 EGS MID UG 11-06-12.tif.png,3.165502,1.079061,2.667339,6.783855,0.078153,6.86545,232,5,204,1,48,14,0.003906,0.001796,48,0.004819,0.000023,0.497381,23.881301,0.000667,0.988753,0.349136,0.877857,-0.080265,-0.153375,0.001918,0.748768,0.007997,0.089428,82.726701,995.849495,31.557083,74.575752,1080.797284,32.875482,91.200652,1374.518027,37.074493,0.211184,0.006284,0.07927,0.364563,0.020339,0.142616,NAD,NAD,NAD
9.1JAO MID M 18-10-11.tif.png,1.927377,0.844771,2.149808,2.717001,0.072067,6.70576,210,2,209,1,144,45,0.003906,0.000336,144,0.005141,0.000026,0.489521,7.23076,0.001577,0.994568,0.522131,0.984355,-0.029243,-7.612833,0.00084,0.895315,0.038323,0.195763,182.532977,382.887126,19.567502,129.925332,968.277023,31.11715,144.326139,1062.324775,32.593324,0.293209,0.019808,0.140742,0.71596,0.005911,0.07688,NAD,NAD,NAD
9.1JAO MIE MI 18-10-11.tif.png,2.970423,1.23193,1.50315,2.123014,0.053862,6.546247,226,1,226,226,145,145,0.003906,0.00027,145,0.005774,0.000033,0.578373,6.992535,0.001857,0.99345,0.522006,0.983752,-0.032387,-5.885215,0.000697,0.796601,0.129682,0.360113,180.071112,630.495929,25.109678,130.022535,537.309421,23.179936,139.216058,662.584346,25.740714,0.282294,0.004799,0.069275,0.706163,0.009696,0.098471,AD,NAD,NAD
9ISP 04-06-12.tif.png,1.683756,0.638163,2.379508,4.358098,0.111891,6.884192,246,3,244,1,84,7,0.003906,0.001066,84,0.004594,0.000021,0.531274,20.426433,0.000671,0.98825,0.359753,0.954353,-0.065018,-2.32669,0.001397,0.76515,0.095714,0.309377,112.163518,973.400681,31.19937,92.024306,808.932989,28.441747,103.591599,1246.103946,35.300198,0.190171,0.00776,0.08809,0.445044,0.016518,0.128521,NAD,NAD,NAD
9JAO MID M 18-10-11.tif.png,2.044899,0.890988,2.174645,2.647867,0.090443,6.697344,210,2,209,1,144,45,0.003906,0.000341,144,0.005189,0.000027,0.490036,7.545122,0.001546,0.994214,0.516489,0.985623,-0.029666,-7.736704,0.000843,0.895044,0.039061,0.19764,182.067094,370.827409,19.25688,129.562284,958.748954,30.963672,143.752928,1045.176757,32.329194,0.29323,0.02009,0.141739,0.714134,0.005726,0.075668,NAD,NAD,NAD
9JAO MIE MI 18-10-11.tif.png,3.029807,1.255086,1.510823,2.120763,0.051599,6.526475,226,1,226,226,145,145,0.003906,0.000269,145,0.005839,0.000034,0.577241,6.94194,0.001895,0.993324,0.523478,0.984658,-0.032036,-5.256476,0.000712,0.802172,0.125904,0.354829,180.829511,608.257255,24.662872,130.444163,528.515127,22.989457,139.862184,651.51228,25.524739,0.282881,0.004931,0.070219,0.709137,0.009354,0.096718,AD,NAD,NAD
